Unnamed: 0,index,building,time,device_count,day_name,month,day,year,timestamp,traffic_diff,index_hour
22,7083404,Pros,22:00:35,39141,Friday,9,17,2021,2021-09-17 22:00:35,35.0,22
23,7217992,Pros,23:04:51,39178,Friday,9,17,2021,2021-09-17 23:04:51,37.0,23
0,46,UREC,00:00:06,0,Saturday,9,18,2021,2021-09-18 00:00:06,0.0,0
1,41393,UREC,01:00:21,243,Saturday,9,18,2021,2021-09-18 01:00:21,243.0,1
2,99808,UREC,02:00:04,437,Saturday,9,18,2021,2021-09-18 02:00:04,194.0,2
3,156557,UREC,03:02:18,602,Saturday,9,18,2021,2021-09-18 03:02:18,165.0,3
4,199632,UREC,04:00:11,648,Saturday,9,18,2021,2021-09-18 04:00:11,46.0,4
5,242030,UREC,05:00:53,730,Saturday,9,18,2021,2021-09-18 05:00:53,82.0,5
6,283783,UREC,06:00:01,805,Saturday,9,18,2021,2021-09-18 06:00:01,75.0,6
7,322480,UREC,07:00:53,854,Saturday,9,18,2021,2021-09-18 07:00:53,49.0,7
8,370503,UREC,08:00:18,920,Saturday,9,18,2021,2021-09-18 08:00:18,66.0,8
9,431870,UREC,09:00:00,1451,Saturday,9,18,2021,2021-09-18 09:00:00,531.0,9
10,519477,UREC,10:00:00,3410,Saturday,9,18,2021,2021-09-18 10:00:00,1959.0,10
11,643094,UREC,11:00:00,6098,Saturday,9,18,2021,2021-09-18 11:00:00,2688.0,11
12,806770,UREC,12:00:02,9789,Saturday,9,18,2021,2021-09-18 12:00:02,3691.0,12
13,989953,UREC,13:00:01,13460,Saturday,9,18,2021,2021-09-18 13:00:01,3671.0,13
14,1178743,UREC,14:00:00,17766,Saturday,9,18,2021,2021-09-18 14:00:00,4306.0,14
15,1360482,UREC,15:00:00,22235,Saturday,9,18,2021,2021-09-18 15:00:00,4469.0,15
16,1528659,UREC,16:00:01,26719,Saturday,9,18,2021,2021-09-18 16:00:01,4484.0,16
17,1700819,UREC,17:00:00,31747,Saturday,9,18,2021,2021-09-18 17:00:00,5028.0,17
18,1887436,UREC,18:00:00,37154,Saturday,9,18,2021,2021-09-18 18:00:00,5407.0,18
19,2096334,UREC,19:00:00,42077,Saturday,9,18,2021,2021-09-18 19:00:00,4923.0,19
20,2323083,UREC,20:00:01,47360,Saturday,9,18,2021,2021-09-18 20:00:01,5283.0,20
21,2467444,UREC,21:00:00,51198,Saturday,9,18,2021,2021-09-18 21:00:00,3838.0,21
22,2563680,UREC,22:00:12,52122,Saturday,9,18,2021,2021-09-18 22:00:12,924.0,22
23,2644994,UREC,23:00:05,52435,Saturday,9,18,2021,2021-09-18 23:00:05,313.0,23
0,30,Stu,00:00:03,1,Saturday,9,18,2021,2021-09-18 00:00:03,0.0,0
1,40654,Stu,01:00:01,1152,Saturday,9,18,2021,2021-09-18 01:00:01,1151.0,1
2,99745,Stu,02:00:02,1949,Saturday,9,18,2021,2021-09-18 02:00:02,797.0,2
3,154620,Stu,03:00:01,2737,Saturday,9,18,2021,2021-09-18 03:00:01,788.0,3
4,199423,Stu,04:00:01,3067,Saturday,9,18,2021,2021-09-18 04:00:01,330.0,4
5,241420,Stu,05:00:02,3224,Saturday,9,18,2021,2021-09-18 05:00:02,157.0,5
6,283789,Stu,06:00:01,3734,Saturday,9,18,2021,2021-09-18 06:00:01,510.0,6
7,322074,Stu,07:00:18,3888,Saturday,9,18,2021,2021-09-18 07:00:18,154.0,7
8,370228,Stu,08:00:02,4068,Saturday,9,18,2021,2021-09-18 08:00:02,180.0,8
9,431876,Stu,09:00:00,4631,Saturday,9,18,2021,2021-09-18 09:00:00,563.0,9
10,519500,Stu,10:00:02,5598,Saturday,9,18,2021,2021-09-18 10:00:02,967.0,10
11,643107,Stu,11:00:00,7183,Saturday,9,18,2021,2021-09-18 11:00:00,1585.0,11
12,806761,Stu,12:00:01,9550,Saturday,9,18,2021,2021-09-18 12:00:01,2367.0,12
13,989920,Stu,13:00:00,12397,Saturday,9,18,2021,2021-09-18 13:00:00,2847.0,13
14,1178823,Stu,14:00:01,15536,Saturday,9,18,2021,2021-09-18 14:00:01,3139.0,14
15,1360495,Stu,15:00:00,18461,Saturday,9,18,2021,2021-09-18 15:00:00,2925.0,15
16,1528649,Stu,16:00:00,20845,Saturday,9,18,2021,2021-09-18 16:00:00,2384.0,16
17,1700874,Stu,17:00:02,24078,Saturday,9,18,2021,2021-09-18 17:00:02,3233.0,17
18,1887459,Stu,18:00:00,27253,Saturday,9,18,2021,2021-09-18 18:00:00,3175.0,18
19,2096359,Stu,19:00:00,30338,Saturday,9,18,2021,2021-09-18 19:00:00,3085.0,19
20,2323077,Stu,20:00:01,34025,Saturday,9,18,2021,2021-09-18 20:00:01,3687.0,20
21,2467450,Stu,21:00:00,36398,Saturday,9,18,2021,2021-09-18 21:00:00,2373.0,21
22,2563411,Stu,22:00:00,38298,Saturday,9,18,2021,2021-09-18 22:00:00,1900.0,22
23,2644890,Stu,23:00:00,40147,Saturday,9,18,2021,2021-09-18 23:00:00,1849.0,23
0,0,Atki,00:00:00,0,Saturday,9,18,2021,2021-09-18 00:00:00,0.0,0
1,40628,Atki,01:00:00,166,Saturday,9,18,2021,2021-09-18 01:00:00,166.0,1
2,99730,Atki,02:00:00,338,Saturday,9,18,2021,2021-09-18 02:00:00,172.0,2
3,154591,Atki,03:00:00,413,Saturday,9,18,2021,2021-09-18 03:00:00,75.0,3
4,199385,Atki,04:00:00,484,Saturday,9,18,2021,2021-09-18 04:00:00,71.0,4
5,283771,Atki,05:00:00,570,Saturday,9,18,2021,2021-09-18 05:00:00,86.0,5
6,321870,Atki,06:00:01,610,Saturday,9,18,2021,2021-09-18 06:00:01,40.0,6
7,321839,Atki,07:00:00,610,Saturday,9,18,2021,2021-09-18 07:00:00,0.0,7
8,370188,Atki,08:00:00,631,Saturday,9,18,2021,2021-09-18 08:00:00,21.0,8
9,431892,Atki,09:00:00,682,Saturday,9,18,2021,2021-09-18 09:00:00,51.0,9
10,519476,Atki,10:00:00,827,Saturday,9,18,2021,2021-09-18 10:00:00,145.0,10
11,643103,Atki,11:00:00,1022,Saturday,9,18,2021,2021-09-18 11:00:00,195.0,11
12,989932,Atki,12:00:00,1752,Saturday,9,18,2021,2021-09-18 12:00:00,730.0,12
13,989890,Atki,13:00:00,1752,Saturday,9,18,2021,2021-09-18 13:00:00,0.0,13
14,1178765,Atki,14:00:00,2284,Saturday,9,18,2021,2021-09-18 14:00:00,532.0,14
15,1360484,Atki,15:00:00,2787,Saturday,9,18,2021,2021-09-18 15:00:00,503.0,15
16,1528630,Atki,16:00:00,3282,Saturday,9,18,2021,2021-09-18 16:00:00,495.0,16
17,1700788,Atki,17:00:00,3782,Saturday,9,18,2021,2021-09-18 17:00:00,500.0,17
18,1887429,Atki,18:00:00,4380,Saturday,9,18,2021,2021-09-18 18:00:00,598.0,18
19,2096333,Atki,19:00:00,4956,Saturday,9,18,2021,2021-09-18 19:00:00,576.0,19
20,2323070,Atki,20:00:00,5568,Saturday,9,18,2021,2021-09-18 20:00:00,612.0,20
21,2467448,Atki,21:00:00,6017,Saturday,9,18,2021,2021-09-18 21:00:00,449.0,21
22,2563409,Atki,22:00:00,6466,Saturday,9,18,2021,2021-09-18 22:00:00,449.0,22
23,2644880,Atki,23:00:00,6725,Saturday,9,18,2021,2021-09-18 23:00:00,259.0,23
0,37,Wood,00:00:04,1,Saturday,9,18,2021,2021-09-18 00:00:04,0.0,0
1,40787,Wood,01:00:05,423,Saturday,9,18,2021,2021-09-18 01:00:05,422.0,1
2,100605,Wood,02:00:52,609,Saturday,9,18,2021,2021-09-18 02:00:52,186.0,2
3,154887,Wood,03:00:21,763,Saturday,9,18,2021,2021-09-18 03:00:21,154.0,3
4,199430,Wood,04:00:01,940,Saturday,9,18,2021,2021-09-18 04:00:01,177.0,4
5,241590,Wood,05:00:16,1163,Saturday,9,18,2021,2021-09-18 05:00:16,223.0,5
6,283931,Wood,06:00:08,1327,Saturday,9,18,2021,2021-09-18 06:00:08,164.0,6
7,321911,Wood,07:00:05,1463,Saturday,9,18,2021,2021-09-18 07:00:05,136.0,7
8,370194,Wood,08:00:01,2333,Saturday,9,18,2021,2021-09-18 08:00:01,870.0,8
9,431883,Wood,09:00:00,2604,Saturday,9,18,2021,2021-09-18 09:00:00,271.0,9
10,519528,Wood,10:00:03,3063,Saturday,9,18,2021,2021-09-18 10:00:03,459.0,10
11,643122,Wood,11:00:01,3429,Saturday,9,18,2021,2021-09-18 11:00:01,366.0,11
12,806721,Wood,12:00:00,4026,Saturday,9,18,2021,2021-09-18 12:00:00,597.0,12
13,990061,Wood,13:00:02,4844,Saturday,9,18,2021,2021-09-18 13:00:02,818.0,13
14,1178751,Wood,14:00:00,5212,Saturday,9,18,2021,2021-09-18 14:00:00,368.0,14
15,1360902,Wood,15:00:09,5650,Saturday,9,18,2021,2021-09-18 15:00:09,438.0,15
16,1528647,Wood,16:00:00,6246,Saturday,9,18,2021,2021-09-18 16:00:00,596.0,16
17,1700849,Wood,17:00:01,6803,Saturday,9,18,2021,2021-09-18 17:00:01,557.0,17
18,1887505,Wood,18:00:01,7372,Saturday,9,18,2021,2021-09-18 18:00:01,569.0,18
19,2096648,Wood,19:00:03,7992,Saturday,9,18,2021,2021-09-18 19:00:03,620.0,19
20,2323340,Wood,20:00:05,8572,Saturday,9,18,2021,2021-09-18 20:00:05,580.0,20
21,2467566,Wood,21:00:03,8821,Saturday,9,18,2021,2021-09-18 21:00:03,249.0,21
22,2563540,Wood,22:00:06,9065,Saturday,9,18,2021,2021-09-18 22:00:06,244.0,22
23,2645987,Wood,23:01:00,9294,Saturday,9,18,2021,2021-09-18 23:01:00,229.0,23
0,186,SVDH,00:00:21,1,Saturday,9,18,2021,2021-09-18 00:00:21,0.0,0
1,43059,SVDH,01:01:34,174,Saturday,9,18,2021,2021-09-18 01:01:34,173.0,1
2,101112,SVDH,02:01:17,371,Saturday,9,18,2021,2021-09-18 02:01:17,197.0,2
3,154637,SVDH,03:00:03,611,Saturday,9,18,2021,2021-09-18 03:00:03,240.0,3
4,199750,SVDH,04:00:19,746,Saturday,9,18,2021,2021-09-18 04:00:19,135.0,4
5,250573,SVDH,05:13:51,807,Saturday,9,18,2021,2021-09-18 05:13:51,61.0,5
6,286587,SVDH,06:03:38,833,Saturday,9,18,2021,2021-09-18 06:03:38,26.0,6
7,322911,SVDH,07:01:29,855,Saturday,9,18,2021,2021-09-18 07:01:29,22.0,7
8,370845,SVDH,08:00:39,1011,Saturday,9,18,2021,2021-09-18 08:00:39,156.0,8
9,431956,SVDH,09:00:04,1542,Saturday,9,18,2021,2021-09-18 09:00:04,531.0,9
10,519633,SVDH,10:00:06,2123,Saturday,9,18,2021,2021-09-18 10:00:06,581.0,10
11,643086,SVDH,11:00:00,5156,Saturday,9,18,2021,2021-09-18 11:00:00,3033.0,11
12,806684,SVDH,12:00:00,10128,Saturday,9,18,2021,2021-09-18 12:00:00,4972.0,12
13,989905,SVDH,13:00:00,15720,Saturday,9,18,2021,2021-09-18 13:00:00,5592.0,13
14,1178740,SVDH,14:00:00,21148,Saturday,9,18,2021,2021-09-18 14:00:00,5428.0,14
15,1360505,SVDH,15:00:00,26297,Saturday,9,18,2021,2021-09-18 15:00:00,5149.0,15
16,1528615,SVDH,16:00:00,30219,Saturday,9,18,2021,2021-09-18 16:00:00,3922.0,16
17,1700787,SVDH,17:00:00,33970,Saturday,9,18,2021,2021-09-18 17:00:00,3751.0,17
18,1887422,SVDH,18:00:00,38596,Saturday,9,18,2021,2021-09-18 18:00:00,4626.0,18
19,2096344,SVDH,19:00:00,45670,Saturday,9,18,2021,2021-09-18 19:00:00,7074.0,19
20,2323050,SVDH,20:00:00,53656,Saturday,9,18,2021,2021-09-18 20:00:00,7986.0,20
21,2467763,SVDH,21:00:07,56559,Saturday,9,18,2021,2021-09-18 21:00:07,2903.0,21
22,2563404,SVDH,22:00:00,57290,Saturday,9,18,2021,2021-09-18 22:00:00,731.0,22
23,2644894,SVDH,23:00:00,57617,Saturday,9,18,2021,2021-09-18 23:00:00,327.0,23
0,5846,Pros,00:07:39,0,Saturday,9,18,2021,2021-09-18 00:07:39,0.0,0
1,49842,Pros,01:08:05,20,Saturday,9,18,2021,2021-09-18 01:08:05,20.0,1
2,103710,Pros,02:03:27,47,Saturday,9,18,2021,2021-09-18 02:03:27,27.0,2
3,158020,Pros,03:04:06,70,Saturday,9,18,2021,2021-09-18 03:04:06,23.0,3
4,205970,Pros,04:09:25,82,Saturday,9,18,2021,2021-09-18 04:09:25,12.0,4
5,243927,Pros,05:03:51,112,Saturday,9,18,2021,2021-09-18 05:03:51,30.0,5
6,290829,Pros,06:10:32,168,Saturday,9,18,2021,2021-09-18 06:10:32,56.0,6
7,329803,Pros,07:10:52,170,Saturday,9,18,2021,2021-09-18 07:10:52,2.0,7
8,379141,Pros,08:11:13,170,Saturday,9,18,2021,2021-09-18 08:11:13,0.0,8
9,437221,Pros,09:03:51,173,Saturday,9,18,2021,2021-09-18 09:03:51,3.0,9
10,520594,Pros,10:00:42,201,Saturday,9,18,2021,2021-09-18 10:00:42,28.0,10
11,650701,Pros,11:02:45,244,Saturday,9,18,2021,2021-09-18 11:02:45,43.0,11
12,807160,Pros,12:00:10,277,Saturday,9,18,2021,2021-09-18 12:00:10,33.0,12
13,993874,Pros,13:01:10,325,Saturday,9,18,2021,2021-09-18 13:01:10,48.0,13
14,1182963,Pros,14:01:27,404,Saturday,9,18,2021,2021-09-18 14:01:27,79.0,14
15,1362214,Pros,15:00:34,510,Saturday,9,18,2021,2021-09-18 15:00:34,106.0,15
16,1536710,Pros,16:02:58,591,Saturday,9,18,2021,2021-09-18 16:02:58,81.0,16
17,1710551,Pros,17:03:43,676,Saturday,9,18,2021,2021-09-18 17:03:43,85.0,17
18,1889083,Pros,18:00:26,715,Saturday,9,18,2021,2021-09-18 18:00:26,39.0,18
19,2100209,Pros,19:00:56,752,Saturday,9,18,2021,2021-09-18 19:00:56,37.0,19
20,2323140,Pros,20:00:01,818,Saturday,9,18,2021,2021-09-18 20:00:01,66.0,20
21,2472241,Pros,21:01:43,851,Saturday,9,18,2021,2021-09-18 21:01:43,33.0,21
22,2566590,Pros,22:02:02,883,Saturday,9,18,2021,2021-09-18 22:02:02,32.0,22
23,2647805,Pros,23:02:22,890,Saturday,9,18,2021,2021-09-18 23:02:22,7.0,23
0,285,UREC,00:00:21,1,Sunday,9,19,2021,2021-09-19 00:00:21,0.0,0
1,41125,UREC,01:00:38,289,Sunday,9,19,2021,2021-09-19 01:00:38,288.0,1
2,96228,UREC,02:00:05,493,Sunday,9,19,2021,2021-09-19 02:00:05,204.0,2
3,150857,UREC,03:00:01,583,Sunday,9,19,2021,2021-09-19 03:00:01,90.0,3
4,201128,UREC,04:00:01,650,Sunday,9,19,2021,2021-09-19 04:00:01,67.0,4
5,242813,UREC,05:00:08,691,Sunday,9,19,2021,2021-09-19 05:00:08,41.0,5
6,281797,UREC,06:00:19,775,Sunday,9,19,2021,2021-09-19 06:00:19,84.0,6
7,355158,UREC,07:02:03,1119,Sunday,9,19,2021,2021-09-19 07:02:03,344.0,7
8,386868,UREC,08:00:03,1172,Sunday,9,19,2021,2021-09-19 08:00:03,53.0,8
9,427149,UREC,09:00:40,1428,Sunday,9,19,2021,2021-09-19 09:00:40,256.0,9
10,472031,UREC,10:00:00,1563,Sunday,9,19,2021,2021-09-19 10:00:00,135.0,10
11,541752,UREC,11:00:01,2176,Sunday,9,19,2021,2021-09-19 11:00:01,613.0,11
12,659869,UREC,12:00:01,4740,Sunday,9,19,2021,2021-09-19 12:00:01,2564.0,12
13,794057,UREC,13:00:00,8114,Sunday,9,19,2021,2021-09-19 13:00:00,3374.0,13
14,939980,UREC,14:00:00,11737,Sunday,9,19,2021,2021-09-19 14:00:00,3623.0,14
15,1077066,UREC,15:00:00,15735,Sunday,9,19,2021,2021-09-19 15:00:00,3998.0,15
16,1220748,UREC,16:00:01,19271,Sunday,9,19,2021,2021-09-19 16:00:01,3536.0,16
17,1370667,UREC,17:00:00,24448,Sunday,9,19,2021,2021-09-19 17:00:00,5177.0,17
18,1550366,UREC,18:00:00,30095,Sunday,9,19,2021,2021-09-19 18:00:00,5647.0,18
19,1788500,UREC,19:00:00,36070,Sunday,9,19,2021,2021-09-19 19:00:00,5975.0,19
20,2029427,UREC,20:00:00,41700,Sunday,9,19,2021,2021-09-19 20:00:00,5630.0,20
21,2190726,UREC,21:00:01,46790,Sunday,9,19,2021,2021-09-19 21:00:01,5090.0,21
22,2304574,UREC,22:00:01,51811,Sunday,9,19,2021,2021-09-19 22:00:01,5021.0,22
23,2392774,UREC,23:00:01,55058,Sunday,9,19,2021,2021-09-19 23:00:01,3247.0,23
0,25,Stu,00:00:01,1,Sunday,9,19,2021,2021-09-19 00:00:01,0.0,0
1,40538,Stu,01:00:00,1178,Sunday,9,19,2021,2021-09-19 01:00:00,1177.0,1
2,96181,Stu,02:00:00,2082,Sunday,9,19,2021,2021-09-19 02:00:00,904.0,2
3,150850,Stu,03:00:00,2782,Sunday,9,19,2021,2021-09-19 03:00:00,700.0,3
4,201657,Stu,04:00:40,3028,Sunday,9,19,2021,2021-09-19 04:00:40,246.0,4
5,243016,Stu,05:00:22,3307,Sunday,9,19,2021,2021-09-19 05:00:22,279.0,5
6,282074,Stu,06:00:42,3454,Sunday,9,19,2021,2021-09-19 06:00:42,147.0,6
7,353805,Stu,07:00:06,3937,Sunday,9,19,2021,2021-09-19 07:00:06,483.0,7
8,387132,Stu,08:00:32,4068,Sunday,9,19,2021,2021-09-19 08:00:32,131.0,8
9,426522,Stu,09:00:00,4641,Sunday,9,19,2021,2021-09-19 09:00:00,573.0,9
10,472099,Stu,10:00:03,5283,Sunday,9,19,2021,2021-09-19 10:00:03,642.0,10
11,541859,Stu,11:00:05,6624,Sunday,9,19,2021,2021-09-19 11:00:05,1341.0,11
12,659822,Stu,12:00:00,8807,Sunday,9,19,2021,2021-09-19 12:00:00,2183.0,12
13,794043,Stu,13:00:00,11562,Sunday,9,19,2021,2021-09-19 13:00:00,2755.0,13
14,939992,Stu,14:00:00,14394,Sunday,9,19,2021,2021-09-19 14:00:00,2832.0,14
15,1077049,Stu,15:00:00,17100,Sunday,9,19,2021,2021-09-19 15:00:00,2706.0,15
16,1220705,Stu,16:00:00,21435,Sunday,9,19,2021,2021-09-19 16:00:00,4335.0,16
17,1370684,Stu,17:00:00,26083,Sunday,9,19,2021,2021-09-19 17:00:00,4648.0,17
18,1550332,Stu,18:00:00,30791,Sunday,9,19,2021,2021-09-19 18:00:00,4708.0,18
19,1788533,Stu,19:00:00,36497,Sunday,9,19,2021,2021-09-19 19:00:00,5706.0,19
20,2029464,Stu,20:00:00,42084,Sunday,9,19,2021,2021-09-19 20:00:00,5587.0,20
21,2190670,Stu,21:00:00,46258,Sunday,9,19,2021,2021-09-19 21:00:00,4174.0,21
22,2304519,Stu,22:00:00,49407,Sunday,9,19,2021,2021-09-19 22:00:00,3149.0,22
23,2392833,Stu,23:00:03,51352,Sunday,9,19,2021,2021-09-19 23:00:03,1945.0,23
0,0,Atki,00:00:00,0,Sunday,9,19,2021,2021-09-19 00:00:00,0.0,0
1,96168,Atki,01:00:00,201,Sunday,9,19,2021,2021-09-19 01:00:00,201.0,1
2,96163,Atki,02:00:00,201,Sunday,9,19,2021,2021-09-19 02:00:00,0.0,2
3,150848,Atki,03:00:00,240,Sunday,9,19,2021,2021-09-19 03:00:00,39.0,3
4,242750,Atki,04:00:00,268,Sunday,9,19,2021,2021-09-19 04:00:00,28.0,4
5,242755,Atki,05:00:01,268,Sunday,9,19,2021,2021-09-19 05:00:01,0.0,5
6,353700,Atki,06:00:00,297,Sunday,9,19,2021,2021-09-19 06:00:00,29.0,6
7,386839,Atki,07:00:00,302,Sunday,9,19,2021,2021-09-19 07:00:00,5.0,7
8,426541,Atki,08:00:00,357,Sunday,9,19,2021,2021-09-19 08:00:00,55.0,8
9,472056,Atki,09:00:01,469,Sunday,9,19,2021,2021-09-19 09:00:01,112.0,9
10,472036,Atki,10:00:00,468,Sunday,9,19,2021,2021-09-19 10:00:00,-1.0,10
11,541750,Atki,11:00:01,657,Sunday,9,19,2021,2021-09-19 11:00:01,189.0,11
12,659830,Atki,12:00:00,1311,Sunday,9,19,2021,2021-09-19 12:00:00,654.0,12
13,794042,Atki,13:00:00,1750,Sunday,9,19,2021,2021-09-19 13:00:00,439.0,13
14,1076990,Atki,14:00:00,2817,Sunday,9,19,2021,2021-09-19 14:00:00,1067.0,14
15,1220727,Atki,15:00:00,4313,Sunday,9,19,2021,2021-09-19 15:00:00,1496.0,15
16,1220717,Atki,16:00:00,4313,Sunday,9,19,2021,2021-09-19 16:00:00,0.0,16
17,1370678,Atki,17:00:00,4957,Sunday,9,19,2021,2021-09-19 17:00:00,644.0,17
18,1550369,Atki,18:00:00,5970,Sunday,9,19,2021,2021-09-19 18:00:00,1013.0,18
19,1788535,Atki,19:00:00,7000,Sunday,9,19,2021,2021-09-19 19:00:00,1030.0,19
20,2190684,Atki,20:00:00,8296,Sunday,9,19,2021,2021-09-19 20:00:00,1296.0,20
21,2190668,Atki,21:00:00,8296,Sunday,9,19,2021,2021-09-19 21:00:00,0.0,21
22,2304511,Atki,22:00:00,8717,Sunday,9,19,2021,2021-09-19 22:00:00,421.0,22
23,2392763,Atki,23:00:00,9151,Sunday,9,19,2021,2021-09-19 23:00:00,434.0,23
0,411,Wood,00:00:30,1,Sunday,9,19,2021,2021-09-19 00:00:30,0.0,0
1,40631,Wood,01:00:05,306,Sunday,9,19,2021,2021-09-19 01:00:05,305.0,1
2,96260,Wood,02:00:08,482,Sunday,9,19,2021,2021-09-19 02:00:08,176.0,2
3,150851,Wood,03:00:00,653,Sunday,9,19,2021,2021-09-19 03:00:00,171.0,3
4,201283,Wood,04:00:11,763,Sunday,9,19,2021,2021-09-19 04:00:11,110.0,4
5,242861,Wood,05:00:11,900,Sunday,9,19,2021,2021-09-19 05:00:11,137.0,5
6,281836,Wood,06:00:20,1063,Sunday,9,19,2021,2021-09-19 06:00:20,163.0,6
7,354768,Wood,07:01:17,1998,Sunday,9,19,2021,2021-09-19 07:01:17,935.0,7
8,386910,Wood,08:00:06,2133,Sunday,9,19,2021,2021-09-19 08:00:06,135.0,8
9,426582,Wood,09:00:02,2332,Sunday,9,19,2021,2021-09-19 09:00:02,199.0,9
10,472034,Wood,10:00:00,2532,Sunday,9,19,2021,2021-09-19 10:00:00,200.0,10
11,541888,Wood,11:00:05,2750,Sunday,9,19,2021,2021-09-19 11:00:05,218.0,11
12,660294,Wood,12:00:14,3261,Sunday,9,19,2021,2021-09-19 12:00:14,511.0,12
13,794031,Wood,13:00:00,3673,Sunday,9,19,2021,2021-09-19 13:00:00,412.0,13
14,940000,Wood,14:00:00,4341,Sunday,9,19,2021,2021-09-19 14:00:00,668.0,14
15,1077222,Wood,15:00:03,4934,Sunday,9,19,2021,2021-09-19 15:00:03,593.0,15
16,1220751,Wood,16:00:01,5577,Sunday,9,19,2021,2021-09-19 16:00:01,643.0,16
17,1370967,Wood,17:00:08,6502,Sunday,9,19,2021,2021-09-19 17:00:08,925.0,17
18,1550324,Wood,18:00:00,7350,Sunday,9,19,2021,2021-09-19 18:00:00,848.0,18
19,1788518,Wood,19:00:00,8783,Sunday,9,19,2021,2021-09-19 19:00:00,1433.0,19
20,2029939,Wood,20:00:08,10689,Sunday,9,19,2021,2021-09-19 20:00:08,1906.0,20
21,2190746,Wood,21:00:02,11289,Sunday,9,19,2021,2021-09-19 21:00:02,600.0,21
22,2304980,Wood,22:00:13,11755,Sunday,9,19,2021,2021-09-19 22:00:13,466.0,22
23,2392859,Wood,23:00:04,12151,Sunday,9,19,2021,2021-09-19 23:00:04,396.0,23
0,62,SVDH,00:00:03,1,Sunday,9,19,2021,2021-09-19 00:00:03,0.0,0
1,40539,SVDH,01:00:00,327,Sunday,9,19,2021,2021-09-19 01:00:00,326.0,1
2,96204,SVDH,02:00:02,531,Sunday,9,19,2021,2021-09-19 02:00:02,204.0,2
3,150933,SVDH,03:00:05,718,Sunday,9,19,2021,2021-09-19 03:00:05,187.0,3
4,201204,SVDH,04:00:05,892,Sunday,9,19,2021,2021-09-19 04:00:05,174.0,4
5,243793,SVDH,05:01:37,962,Sunday,9,19,2021,2021-09-19 05:01:37,70.0,5
6,282358,SVDH,06:01:09,1050,Sunday,9,19,2021,2021-09-19 06:01:09,88.0,6
7,353803,SVDH,07:00:05,1332,Sunday,9,19,2021,2021-09-19 07:00:05,282.0,7
8,387160,SVDH,08:00:35,1516,Sunday,9,19,2021,2021-09-19 08:00:35,184.0,8
9,426998,SVDH,09:00:31,1804,Sunday,9,19,2021,2021-09-19 09:00:31,288.0,9
10,472039,SVDH,10:00:00,2394,Sunday,9,19,2021,2021-09-19 10:00:00,590.0,10
11,541735,SVDH,11:00:00,4664,Sunday,9,19,2021,2021-09-19 11:00:00,2270.0,11
12,659842,SVDH,12:00:01,9775,Sunday,9,19,2021,2021-09-19 12:00:01,5111.0,12
13,794045,SVDH,13:00:00,15566,Sunday,9,19,2021,2021-09-19 13:00:00,5791.0,13
14,940065,SVDH,14:00:02,21850,Sunday,9,19,2021,2021-09-19 14:00:02,6284.0,14
15,1077030,SVDH,15:00:00,26422,Sunday,9,19,2021,2021-09-19 15:00:00,4572.0,15
16,1220701,SVDH,16:00:00,30143,Sunday,9,19,2021,2021-09-19 16:00:00,3721.0,16
17,1370668,SVDH,17:00:00,33035,Sunday,9,19,2021,2021-09-19 17:00:00,2892.0,17
18,1550321,SVDH,18:00:00,38392,Sunday,9,19,2021,2021-09-19 18:00:00,5357.0,18
19,1788567,SVDH,19:00:00,49319,Sunday,9,19,2021,2021-09-19 19:00:00,10927.0,19
20,2029404,SVDH,20:00:00,61824,Sunday,9,19,2021,2021-09-19 20:00:00,12505.0,20
21,2190743,SVDH,21:00:01,66396,Sunday,9,19,2021,2021-09-19 21:00:01,4572.0,21
22,2304518,SVDH,22:00:00,66910,Sunday,9,19,2021,2021-09-19 22:00:00,514.0,22
23,2392855,SVDH,23:00:04,67352,Sunday,9,19,2021,2021-09-19 23:00:04,442.0,23
0,1020,Pros,00:01:21,0,Sunday,9,19,2021,2021-09-19 00:01:21,0.0,0
1,42033,Pros,01:01:39,8,Sunday,9,19,2021,2021-09-19 01:01:39,8.0,1
2,100202,Pros,02:03:46,20,Sunday,9,19,2021,2021-09-19 02:03:46,12.0,2
3,153909,Pros,03:02:16,48,Sunday,9,19,2021,2021-09-19 03:02:16,28.0,3
4,202275,Pros,04:01:25,65,Sunday,9,19,2021,2021-09-19 04:01:25,17.0,4
5,245676,Pros,05:04:48,69,Sunday,9,19,2021,2021-09-19 05:04:48,4.0,5
6,283625,Pros,06:03:17,71,Sunday,9,19,2021,2021-09-19 06:03:17,2.0,6
7,356337,Pros,07:04:13,235,Sunday,9,19,2021,2021-09-19 07:04:13,164.0,7
8,389551,Pros,08:04:42,235,Sunday,9,19,2021,2021-09-19 08:04:42,0.0,8
9,426872,Pros,09:00:22,237,Sunday,9,19,2021,2021-09-19 09:00:22,2.0,9
10,472093,Pros,10:00:02,273,Sunday,9,19,2021,2021-09-19 10:00:02,36.0,10
11,546524,Pros,11:02:24,323,Sunday,9,19,2021,2021-09-19 11:02:24,50.0,11
12,659862,Pros,12:00:01,390,Sunday,9,19,2021,2021-09-19 12:00:01,67.0,12
13,804305,Pros,13:03:36,438,Sunday,9,19,2021,2021-09-19 13:03:36,48.0,13
14,940232,Pros,14:00:06,492,Sunday,9,19,2021,2021-09-19 14:00:06,54.0,14
15,1082538,Pros,15:02:01,607,Sunday,9,19,2021,2021-09-19 15:02:01,115.0,15
